Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
77773,"To Say Nothing of the Dog (Oxford Time Travel, #2)",Connie Willis,"Willis, Connie",,"=""0553575384""","=""9780553575385""",0,4.11,Bantam Books,Mass Market Paperback,493,1998,1997,,2024/11/28,to-read,to-read (#1048),to-read,,,,0,0
5527,All the King's Men,Robert Penn Warren,"Warren, Robert Penn",Joseph Blotner,"=""""","=""""",0,4.09,Harcourt Brace,Paperback,439,1996,1946,,2024/11/28,to-read,to-read (#1047),to-read,,,,0,0
175740709,Prophet Song,Paul    Lynch,"Lynch, Paul",,"=""0861546865""","=""9780861546862""",0,4.05,Oneworld,Paperback,310,2023,2023,,2024/11/28,to-read,to-read (#1046),to-read,,,,0,0
126627,The Ides of March,Thornton Wilder,"Wilder, Thornton",Kurt Vonnegut Jr.,"=""0060088907""","=""9780060088903""",0,3.97,Harper Perennial,Paperback,282,2003,1948,,2024/11/28,to-read,to-read (#1045),to-read,,,,0,0
198344721,"Nero (The Nero Trilogy, #1)",Conn Iggulden,"Iggulden, Conn",,"=""""","=""""",0,4.21,Penguin,ebook,0,2024,2024,,2024/11/28,to-read,to-read (#1044),to-read,,,,0,0
1305,Gates of Fire,Steven Pressfield,"Pressfield, Steven",,"=""055338368X""","=""9780553383683""",0,4.40,Bantam,Paperback,526,2005,1998,,2024/11/28,to-read,to-read (#1043),to-read,,,,0,0
63032,2666,Roberto Bolaño,"Bolaño, Roberto",,"=""843396867X""","=""9788433968678""",0,4.21,Anagrama,Paperback,1128,2004,2004,,2024/11/28,to-read,to-read (#1042),to-read,,,,0,0
1298148,Paradiso,José Lezama Lima,"Lima, José Lezama",,"=""0374229848""","=""9780374229849""",0,4.10,"Farrar, Srauss & Giroux",Hardcover,466,1974,1966,,2024/11/28,to-read,to-read (#1041),to-read,,,,0,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",0,4.06,Knopf,Hardcover,259,2022,2022,,2024/11/28,to-read,to-read (#1040),to-read,,,,0,0
40539176,"The Patient Assassin: A True Tale of Massacre, Revenge, and India's Quest for Independence",Anita   Anand,"Anand, Anita",,"=""1501195700""","=""9781501195709""",0,4.24,Scribner,Hardcover,384,2019,2019,,2024/11/27,to-read,to-read (#1039),to-read,,,,0,0
33304856,Koh-I-Noor: The History of the World's Most Infamous Diamond,William Dalrymple,"Dalrymple, William",Anita   Anand,"=""""","=""""",0,4.05,Bloomsbury Publishing,Unknown Binding,335,2017,2016,,2024/11/27,to-read,to-read (#1038),to-read,,,,0,0
25246887,Delacroix: and the Rise of Modern Art,Patrick Noon,"Noon, Patrick",Christopher Riopelle,"=""1857095758""","=""9781857095753""",0,4.17,National Gallery London,Hardcover,272,2015,2015,,2024/11/25,to-read,to-read (#1037),to-read,,,,0,0
179455076,Question 7,Richard Flanagan,"Flanagan, Richard",,"=""1761343467""","=""9781761343469""",0,4.19,Random House Australia,Kindle Edition,280,2023,2023,,2024/11/25,to-read,to-read (#1036),to-read,,,,0,0
169485073,"The Strength of the Few (Hierarchy, #2)",James  Islington,"Islington, James",,"=""""","=""""",0,4.69,,Unknown Binding,,2025,2025,,2024/11/23,to-read,to-read (#1035),to-read,,,,0,0
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553560735""","=""9780553560732""",0,3.86,Spectra Books,Mass Market Paperback,572,1993,1992,,2024/11/21,to-read,to-read (#1034),to-read,,,,0,0
57065516,The Perfect Run,Maxime J. Durand,"Durand, Maxime J.",,"=""""","=""""",0,4.31,,Kindle Edition,667,2021,2021,,2024/11/21,to-read,to-read (#1033),to-read,,,,0,0
209192695,The City and Its Uncertain Walls,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0593801970""","=""9780593801970""",0,3.77,Knopf,Hardcover,449,2024,2023,,2024/11/19,to-read,to-read (#1032),to-read,,,,0,0
52318,"Wild Seed (Patternist, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446676977""","=""9780446676977""",0,4.21,Warner Books,Paperback,306,2001,1980,,2024/11/17,to-read,to-read (#1031),to-read,,,,0,0
690212,"Sailing to Sarantium (The Sarantine Mosaic Ser., Bk. 1)",Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0670880930""","=""9780670880935""",0,4.19,Penguin Books Canada,Hardcover,464,1998,1998,,2024/11/16,to-read,to-read (#1030),to-read,,,,0,0
104097,"Sailing to Sarantium (The Sarantine Mosaic, #1)",Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0743450094""","=""9780743450096""",0,4.19,Earthlight,Paperback,448,2002,1998,,2024/11/15,to-read,to-read (#1029),to-read,,,,0,0
41458663,A Brightness Long Ago,Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0451472985""","=""9780451472984""",0,4.18,Berkley,Hardcover,423,2019,2019,,2024/11/15,to-read,to-read (#1028),to-read,,,,0,0
104080,The Last Light of the Sun,Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0743484231""","=""9780743484237""",0,3.97,Pocket,Paperback,501,2005,2004,,2024/11/15,to-read,to-read (#1027),to-read,,,,0,0
58863528,All the Seas of the World,Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0593441044""","=""9780593441046""",0,4.17,Berkley,Hardcover,528,2022,2022,,2024/11/15,to-read,to-read (#1026),to-read,,,,0,0
60147395,"City of Last Chances (The Tyrant Philosophers, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1801108420""","=""9781801108423""",0,3.95,Head of Zeus,Hardcover,500,2022,2022,,2024/11/15,to-read,to-read (#1025),to-read,,,,0,0
25938417,Children of Earth and Sky,Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0451472969""","=""9780451472960""",0,4.16,Berkley,Hardcover,571,2016,2016,,2024/11/15,to-read,to-read (#1024),to-read,,,,0,0
209439446,"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374186""","=""9781649374189""",0,4.21,Red Tower Books,Hardcover,527,2025,2025,,2024/11/15,to-read,to-read (#1023),to-read,,,,0,0
59339945,Joan,Katherine J. Chen,"Chen, Katherine J.",,"=""1984855808""","=""9781984855800""",0,3.95,Random House,Hardcover,368,2022,2022,,2024/11/15,to-read,to-read (#1022),to-read,,,,0,0
203956647,"We Solve Murders (We Solve Murders, #1)",Richard Osman,"Osman, Richard",,"=""""","=""""",0,4.09,Pamela Dorman Books,Hardcover,400,2024,2024,,2024/11/15,to-read,to-read (#1021),to-read,,,,0,0
212084499,The Instrumentalist,Harriet Constable,"Constable, Harriet",,"=""1526672561""","=""9781526672568""",0,4.12,Bloomsbury,Hardcover,336,2024,2024,,2024/11/15,to-read,to-read (#1020),to-read,,,,0,0
202102022,The Hypocrite,Jo Hamya,"Hamya, Jo",,"=""0593701038""","=""9780593701034""",0,3.44,Pantheon,Hardcover,240,2024,2024,,2024/11/15,to-read,to-read (#1019),to-read,,,,0,0
20942,Shakespeare: The Invention of the Human,Harold Bloom,"Bloom, Harold",,"=""157322751X""","=""9781573227513""",0,4.03,The Berkley Publishing Group,Paperback,745,1999,1998,,2024/11/15,to-read,to-read (#1018),to-read,,,,0,0
2897258,The Heretic Queen,Michelle    Moran,"Moran, Michelle",,"=""0307381757""","=""9780307381750""",0,4.21,Crown,Hardcover,383,2008,2008,,2024/11/14,to-read,to-read (#1017),to-read,,,,0,0
34184069,The Storm Before the Storm: The Beginning of the End of the Roman Republic,Mike     Duncan,"Duncan, Mike",,"=""1610397215""","=""9781610397216""",0,4.25,PublicAffairs,Hardcover,327,2017,2017,,2024/11/14,to-read,to-read (#1016),to-read,,,,0,0
10767816,Ghost on the Throne: The Death of Alexander the Great and the War for Crown and Empire,James Romm,"Romm, James",,"=""0307271641""","=""9780307271648""",0,4.28,Alfred A. Knopf,Hardcover,341,2011,2011,,2024/11/14,to-read,to-read (#1015),to-read,,,,0,0
52094963,The Young Alexander: The Making of Alexander the Great,Alex  Rowson,"Rowson, Alex",,"=""0008284393""","=""9780008284398""",0,4.01,William Collins,Hardcover,336,2022,2022,,2024/11/14,to-read,to-read (#1014),to-read,,,,0,0
53070445,Becoming (Dancing with the Lion #1),Jeanne Reames,"Reames, Jeanne",,"=""1626498962""","=""9781626498969""",0,4.04,Riptide Publishing,Kindle Edition,282,2019,2019,,2024/11/14,to-read,to-read (#1013),to-read,,,,0,0
205363955,Meditations for Mortals: Four Weeks to Embrace Your Limitations and Make Time for What Counts,Oliver Burkeman,"Burkeman, Oliver",,"=""0374611998""","=""9780374611996""",0,4.28,"Farrar, Straus and Giroux",Hardcover,208,2024,2024,,2024/11/14,to-read,to-read (#1012),to-read,,,,0,0
127278133,Glorious Exploits,Ferdia  Lennon,"Lennon, Ferdia",,"=""1250893690""","=""9781250893697""",0,4.15,Henry Holt and Co.,Hardcover,304,2024,2024,,2024/11/14,to-read,to-read (#1011),to-read,,,,0,0
60657589,"Emily Wilde's Encyclopaedia of Faeries (Emily Wilde, #1)",Heather Fawcett,"Fawcett, Heather",,"=""059350013X""","=""9780593500132""",0,3.98,Del Rey,Hardcover,317,2023,2023,,2024/11/14,to-read,to-read (#1010),to-read,,,,0,0
29939363,Transit,Rachel Cusk,"Cusk, Rachel",,"=""0374278628""","=""9780374278625""",0,3.97,"Farrar, Straus and Giroux",Hardcover,260,2017,2016,,2024/11/14,to-read,to-read (#1009),to-read,,,,0,0
204811915,"Tell Me Everything (Amgash, #5)",Elizabeth Strout,"Strout, Elizabeth",,"=""0593446097""","=""9780593446096""",0,4.04,Random House,Hardcover,326,2024,2024,,2024/11/14,to-read,to-read (#1008),to-read,,,,0,0
16599,Vampire Hunter D,Hideyuki Kikuchi,"Kikuchi, Hideyuki","Yoshitaka Amano, Kevin Leahy","=""1595820124""","=""9781595820129""",0,3.95,Dark Horse Books & Digital Manga Publishing,Paperback,268,2005,1983,,2024/11/14,to-read,to-read (#1007),to-read,,,,0,0
197239494,Two-Step Devil,Jamie Quatro,"Quatro, Jamie",,"=""0802163130""","=""9780802163134""",0,3.76,Grove Press,Hardcover,269,2024,2024,,2024/11/14,to-read,to-read (#1006),to-read,,,,0,0
32593083,So Many Olympic Exertions,Anelise Chen,"Chen, Anelise",,"=""1885030355""","=""9781885030351""",3,4.10,Kaya Press,Paperback,200,2017,2017,2024/11/14,2024/11/03,2024,2024 (#36),read,,,,1,0
13239822,Alif the Unseen,G. Willow Wilson,"Wilson, G. Willow",,"=""0802120202""","=""9780802120205""",0,3.84,Grove Press,Hardcover,433,2012,2012,,2024/11/14,to-read,to-read (#1005),to-read,,,,0,0
199793608,Run with the Wind,Shion Miura,"Miura, Shion",Yui Kajita,"=""006333089X""","=""9780063330894""",0,4.42,HarperVia,Hardcover,448,2024,2006,,2024/11/13,to-read,to-read (#1004),to-read,,,,0,0
567704,Imajica,Clive Barker,"Barker, Clive",,"=""0061053716""","=""9780061053719""",0,4.17,Eos,Paperback,832,1997,1991,,2024/11/07,to-read,to-read (#1003),to-read,,,,0,0
208430658,Blood Over Bright Haven,M.L. Wang,"Wang, M.L.",,"=""0593873351""","=""9780593873359""",4,4.38,Del Rey,Hardcover,430,2024,2023,2024/11/07,2024/09/14,2024,2024 (#35),read,,,,1,0
5053,The Man from St. Petersburg,Ken Follett,"Follett, Ken",,"=""0451208706""","=""9780451208705""",0,3.94,Penguin Books,Paperback,320,2003,1982,,2024/11/03,to-read,to-read (#1002),to-read,,,,0,0
92364,Eye of the Needle,Ken Follett,"Follett, Ken",,"=""006074815X""","=""9780060748159""",0,4.21,William Morrow Paperbacks,Paperback,368,2004,1978,,2024/11/03,to-read,to-read (#1001),to-read,,,,0,0
205478780,Quarterlife,Devika Rege,"Rege, Devika",,"=""1324095490""","=""9781324095491""",0,3.75,Liveright,Hardcover,416,2024,,,2024/11/02,to-read,to-read (#1000),to-read,,,,0,0
331109,History in English Words,Owen Barfield,"Barfield, Owen",W.H. Auden,"=""0940262118""","=""9780940262119""",3,4.10,Lindisfarne Books,Paperback,220,2002,1926,2024/10/28,2023/02/18,2024,2024 (#34),read,,,,1,0
209283926,The Wilderness,Aysegül Savas,"Savas, Aysegül",,"=""""","=""9798893389098""",4,4.30,Transit Books,Paperback,104,2024,,2024/10/18,2024/10/18,2024,2024 (#33),read,,,,1,0
23397921,Sixth of the Dusk (The Cosmere),Brandon Sanderson,"Sanderson, Brandon",,"=""1938570073""","=""9781938570070""",3,4.20,Dragonsteel Entertainment,Kindle Edition,66,2014,2014,2024/10/15,2024/05/08,2024,2024 (#32),read,,,,1,0
59575939,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,Ed Yong,"Yong, Ed",,"=""""","=""""",5,4.47,Random House,Hardcover,464,2022,2022,2024/10/13,2024/09/13,2024,2024 (#29),read,,,,1,0
61686012,Greek Lessons,Han Kang,"Kang, Han","Deborah     Smith, Emily Yae Won","=""0593595270""","=""9780593595275""",0,3.61,Hogarth,Hardcover,192,2023,2011,,2024/10/10,to-read,to-read (#999),to-read,,,,0,0
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",0,4.48,Harper,Hardcover,560,2022,2022,,2024/10/07,to-read,to-read (#998),to-read,,,,0,0
21411388,Shadows for Silence in the Forests of Hell,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.16,Tor Books,Unknown Binding,50,2013,2013,2024/10/04,2024/05/08,2024,2024 (#31),read,,,,1,0
10852065,"The Hope of Elantris (Elantris, #1.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",2,3.60,Self-published,,25,2006,2006,2024/09/29,2024/07/29,2024,2024 (#30),read,,,,1,0
10796910,In the Presence of Absence,Mahmoud Darwish,"Darwish, Mahmoud",Sinan Antoon,"=""1935744011""","=""9781935744016""",0,4.37,Archipelago,Paperback,171,2011,2006,,2024/09/27,to-read,to-read (#997),to-read,,,,0,0
208931300,Intermezzo,Sally Rooney,"Rooney, Sally",,"=""0374602638""","=""9780374602635""",0,3.86,"Farrar, Straus and Giroux",Hardcover,454,2024,2024,,2024/09/24,to-read,to-read (#996),to-read,,,,0,0
49021976,"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326388""","=""9780765326386""",4,4.59,Tor Books,Hardcover,1232,2020,2020,2024/09/22,2024/05/08,2024,2024 (#28),read,,,,1,0
57207951,Cairo Circles,Doma Mahmoud,"Mahmoud, Doma",,"=""195121336X""","=""9781951213367""",0,4.36,Unnamed Press,Hardcover,328,2021,2021,,2024/09/16,to-read,to-read (#995),to-read,,,,0,0
41940450,"This Is Not a T-Shirt: A Brand, a Culture, a Community--a Life in Streetwear",Bobby Hundreds,"Hundreds, Bobby",,"=""0374718350""","=""9780374718350""",0,4.21,MCD,Kindle Edition,338,2019,2019,,2024/09/16,to-read,to-read (#994),to-read,,,,0,0
62050269,"A Brief History of Intelligence: Evolution, AI, and the Five Breakthroughs That Made Our Brains",Max Solomon Bennett,"Bennett, Max Solomon",,"=""""","=""""",0,4.46,Mariner Books,Hardcover,432,2023,,,2024/09/16,to-read,to-read (#993),to-read,,,,0,0
28954189,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,"Shusterman, Neal",,"=""""","=""""",0,4.32,Simon & Schuster Books for Young Readers,Hardcover,435,2016,2016,,2024/09/15,to-read,to-read (#992),to-read,,,,0,0
65215744,Wednesday's Child: Stories,Yiyun Li,"Li, Yiyun",,"=""0374606374""","=""9780374606374""",0,3.70,"Farrar, Straus and Giroux",Hardcover,256,2023,2023,,2024/09/15,to-read,to-read (#991),to-read,,,,0,0
199798179,The Ministry of Time,Kaliane Bradley,"Bradley, Kaliane",,"=""1668045141""","=""9781668045145""",0,3.59,Avid Reader Press / Simon & Schuster,Hardcover,339,2024,2024,,2024/09/15,to-read,to-read (#990),to-read,,,,0,0
124961437,Some People Need Killing: A Memoir of Murder in My Country,Patricia Evangelista,"Evangelista, Patricia",,"=""0593133137""","=""9780593133132""",0,4.19,Random House,Hardcover,428,2023,2023,,2024/09/13,to-read,to-read (#989),to-read,,,,0,0
199798217,The Lion Women of Tehran,Marjan Kamali,"Kamali, Marjan",,"=""1668036584""","=""9781668036587""",0,4.49,Gallery Books,Hardcover,327,2024,2024,,2024/09/13,to-read,to-read (#988),to-read,,,,0,0
204927599,Nexus: A Brief History of Information Networks from the Stone Age to AI,Yuval Noah Harari,"Harari, Yuval Noah",,"=""059373422X""","=""9780593734223""",0,4.18,Random House,Hardcover,528,2024,2024,,2024/09/13,to-read,to-read (#987),to-read,,,,0,0
195391751,The Anthropologists,Aysegül Savas,"Savas, Aysegül",,"=""163973306X""","=""9781639733064""",3,3.88,Bloomsbury Publishing,Hardcover,192,2024,2024,2024/09/01,2024/07/25,2024,2024 (#27),read,,,,1,0
53138083,"Working Backwards: Insights, Stories, and Secrets from Inside Amazon",Colin Bryar,"Bryar, Colin",Bill Carr,"=""1250267595""","=""9781250267597""",0,4.21,St. Martin's Press,Hardcover,304,2021,2021,,2024/08/29,to-read,to-read (#986),to-read,,,,0,0
59456366,The Geek Way: The Radical Mindset that Drives Extraordinary Results,Andrew McAfee,"McAfee, Andrew",,"=""0316436704""","=""9780316436700""",0,3.93,"Little, Brown and Company",Hardcover,336,2023,,,2024/08/29,to-read,to-read (#985),to-read,,,,0,0
46015951,Humanocracy: Creating Organizations as Amazing as the People Inside Them,Gary Hamel,"Hamel, Gary",Michele Zanini,"=""1633696022""","=""9781633696020""",0,4.01,Harvard Business Review Press,Hardcover,368,2020,2020,,2024/08/29,to-read,to-read (#984),to-read,,,,0,0
201750794,The Bright Sword,Lev Grossman,"Grossman, Lev",,"=""0735224048""","=""9780735224049""",4,3.97,Viking,Hardcover,673,2024,2024,2024/08/27,2024/07/17,2024,2024 (#26),read,,,,1,0
36055895,"Lancelot (The Arthurian Tales, #1)",Giles Kristian,"Kristian, Giles",,"=""1473543029""","=""9781473543027""",0,4.22,Transworld Digital,Kindle Edition,450,2018,2018,,2024/08/24,to-read,to-read (#983),to-read,,,,0,0
13245515,The Gamification of Learning and Instruction: Game-Based Methods and Strategies for Training and Education,Karl M. Kapp,"Kapp, Karl M.",,"=""1118096347""","=""9781118096345""",0,3.82,Pfeiffer,Hardcover,336,2012,2012,,2024/08/17,to-read,to-read (#982),to-read,,,,0,0
43076988,There There,Tommy Orange,"Orange, Tommy",,"=""0525436146""","=""9780525436140""",0,3.98,Vintage,Paperback,292,2019,2018,,2022/11/06,to-read,to-read (#664),to-read,,,,0,0
171681821,The Anxious Generation: How the Great Rewiring of Childhood Caused an Epidemic of Mental Illness,Jonathan Haidt,"Haidt, Jonathan",,"=""0593655036""","=""9780593655030""",5,4.34,Penguin Press,Hardcover,400,2024,2024,2024/08/11,2024/06/19,2024,2024 (#25),read,,,,1,0
35132873,Vintage Sadness,Hanif Abdurraqib,"Abdurraqib, Hanif",Hanif Abdurraqib,"=""1941985084""","=""9781941985083""",0,4.58,Big Lucks Books,Paperback,56,2017,2017,,2024/08/07,to-read,to-read (#981),to-read,,,,0,0
56644216,Sourdough Culture: A History of Bread Making from Ancient to Modern Bakers,Eric Pallant,"Pallant, Eric",,"=""1572843012""","=""9781572843011""",2,4.03,Agate Surrey,Hardcover,320,2021,,2024/08/07,2024/04/04,2024,2024 (#24),read,,,,1,0
163716,The Complete Fairy Tales,Oscar Wilde,"Wilde, Oscar",,"=""1934169579""","=""9781934169575""",0,4.17,Norilana Books,Paperback,144,2007,1888,,2019/08/11,to-read,to-read (#119),to-read,,,,0,0
199798061,"The Language of the Night: Essays on Writing, Science Fiction, and Fantasy",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""1668034905""","=""9781668034903""",0,4.27,Scribner,Paperback,304,2024,1979,,2024/08/05,to-read,to-read (#980),to-read,,,,0,0
58740026,"Dawnshard (The Stormlight Archive, #3.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""125085055X""","=""9781250850553""",3,4.37,Tor Books,Hardcover,304,2022,2020,2024/08/03,2024/05/08,2024,2024 (#23),read,,,,1,0
34703445,"Edgedancer (The Stormlight Archive, #2.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""1250166543""","=""9781250166548""",4,4.15,Tor Books,Hardcover,272,2017,2016,2024/07/31,2024/05/08,2024,2024 (#22),read,,,,1,0
20758127,What We See When We Read,Peter Mendelsund,"Mendelsund, Peter",,"=""0804171637""","=""9780804171632""",0,3.70,Vintage,Paperback,425,2014,2014,,2024/07/29,to-read,to-read (#979),to-read,,,,0,0
22823333,"The Eleventh Metal (Mistborn, #0.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,3.71,Crafty Games,ebook,21,2012,2012,,2024/07/29,to-read,to-read (#978),to-read,,,,0,0
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.61,Tor Books,Hardcover,1248,2017,2017,2024/07/28,2024/05/08,2024,2024 (#21),read,,,,1,0
62593601,The Details,Ia Genberg,"Genberg, Ia",,"=""0063309734""","=""9780063309739""",0,3.88,HarperVia,Kindle Edition,136,2023,2022,,2024/03/11,to-read,to-read (#928),to-read,,,,0,0
36454667,"Empire of Silence (The Sun Eater, #1)",Christopher Ruocchio,"Ruocchio, Christopher",,"=""0756413028""","=""9780756413026""",0,4.00,DAW,Kindle Edition,753,2018,2018,,2024/07/20,to-read,to-read (#977),to-read,,,,0,0
202950650,The Book of Elsewhere,Keanu Reeves,"Reeves, Keanu",China Miéville,"=""0593446593""","=""9780593446591""",0,3.33,Del Rey,Hardcover,352,2024,2024,,2024/07/18,to-read,to-read (#976),to-read,,,,0,0
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326361""","=""9780765326362""",4,4.76,Tor Books,Hardcover,1088,2014,2014,2024/07/12,2024/05/08,2024,2024 (#19),read,,,,1,0
